"","prey","svspp","year","mean","lci","uci"
"4000","MERBIL",76,1988,2498331069.82298,326235421.965838,8119253775.86249
"4001","MERBIL",76,1989,12697416773.8185,2364925993.61566,32799118882.8875
"4002","MERBIL",76,1990,17437571103.3306,3994428210.77339,41613813042.8987
"4003","MERBIL",76,1991,4234598566.47953,1095844181.50988,9335034732.27468
"4004","MERBIL",76,1992,39259997766.9588,7014584427.78353,107662657012.687
"4005","MERBIL",76,1993,5738956995.90618,1328122020.12561,13073752784.286
"4006","MERBIL",76,1994,21210194807.3366,3310583921.81836,75856630927.1501
"4007","MERBIL",76,1995,8810907199.7665,2316943582.27338,23092506536.8964
"4008","MERBIL",76,1996,6160732109.63553,747785405.773139,18111684024.1634
"4009","MERBIL",76,1997,2953446993.90481,384297051.01332,8430958884.86126
"4010","MERBIL",76,1998,4913175878.9942,1454743486.4015,11932679206.1853
"4011","MERBIL",76,1999,9152953063.12195,1827187196.26405,30807949602.1837
"4012","MERBIL",76,2000,4215182467.27327,505950297.987221,14060771324.5791
"4013","MERBIL",76,2001,4671036927.0459,1175174153.26621,11769870763.8868
"4014","MERBIL",76,2002,4154777529.56434,949078245.212187,11097323793.3746
"4015","MERBIL",76,2003,10531443767.2158,2068738056.4288,35464538798.9335
"4016","MERBIL",76,2004,7567074240.27948,1682931066.08186,20017050717.4215
"4017","MERBIL",76,2005,35674608.6977846,2569468.83972311,147248819.032189
"4018","MERBIL",76,2006,854224322.053819,125233275.85739,2504245277.67144
"4019","MERBIL",76,2007,12792110352.4481,1957037511.91518,33752553523.1641
"4020","MERBIL",76,2008,3771482052.73698,467204561.307253,10172111894.1106
"4021","MERBIL",76,2009,4921890695.15245,798365652.432566,17137747134.2062
"4022","MERBIL",76,2010,11546461029.5797,2581118923.19428,34275953009.899
"4023","MERBIL",76,2011,5948968619.21918,1237023557.62079,17148158053.5672
"4024","MERBIL",76,2012,12630672704.155,2543387694.39278,32741322621.49
"4025","MERBIL",76,2013,4337834824.13694,1068196461.60488,12768004647.9378
"4026","MERBIL",76,2014,1183987244.26785,82644067.1989191,4395598422.91075
"4027","MERBIL",76,2015,9177227818.99128,1934742722.17562,29912040715.5714
"4028","MERBIL",76,2016,9999757935.56154,2120284512.35457,31004639512.927
"4029","MERBIL",76,2017,14380378139.8875,3184867046.14617,53074394043.1845
"4030","MERBIL",76,2018,4945045278.24155,725250862.517223,19429539766.8682
"4031","MERBIL",76,2019,3732938169.88516,737401979.474928,10676092830.7541
"4032","MERBIL",76,2020,NA,0,0
"4033","MERBIL",77,1973,0,0,0
"4034","MERBIL",77,1974,0,0,0
"4035","MERBIL",77,1975,0,0,0
"4036","MERBIL",77,1976,0,0,0
"4037","MERBIL",77,1977,0,0,0
"4038","MERBIL",77,1978,472774442.607972,14064661.2713865,2169958859.82606
"4039","MERBIL",77,1979,0,0,0
"4040","MERBIL",77,1980,17518070302.9295,127693372.043382,75145934443.406
"4041","MERBIL",77,1981,68564274.7309591,44151.7840157342,272452358.024535
"4042","MERBIL",77,1982,33886251.1228123,1833359.38485772,116149897.959809
"4043","MERBIL",77,1983,1794998242.15596,56010300.7924412,5058006466.74837
"4044","MERBIL",77,1984,20650030.1665219,45875.4533811798,107695779.669805
"4045","MERBIL",77,1985,922516749.223351,46429056.5563259,3604044809.1263
"4046","MERBIL",77,1986,1354950895.89471,33332308.3963942,6551167853.01332
"4047","MERBIL",77,1987,667187475.561694,13522393.8813385,3448901574.1719
"4048","MERBIL",77,1988,2758025745.87474,90741495.9484223,9040366012.03722
"4049","MERBIL",77,1989,13041299315.8736,1731233027.79534,47695263142.3607
"4050","MERBIL",77,1990,609706278.557989,50326091.9471695,2002689238.56578
"4051","MERBIL",77,1991,303415768.515541,57640447.9651515,962918400.697685
"4052","MERBIL",77,1992,1268133959.15312,184363111.367641,4160639246.03334
"4053","MERBIL",77,1993,974120070.184277,105705366.571294,4364959757.23917
"4054","MERBIL",77,1994,2366116267.53104,177432651.612355,8366657789.58996
"4055","MERBIL",77,1995,1465077790.65446,282034651.433846,4536180582.90097
"4056","MERBIL",77,1996,77808996.719533,0.0174942162105334,489805295.345828
"4057","MERBIL",77,1997,2230129786.89189,182520660.233657,9459844355.0874
"4058","MERBIL",77,1998,1790815934.98857,334636261.792021,4735676253.32087
"4059","MERBIL",77,1999,18081985392.8265,147991955.392858,77659824947.9576
"4060","MERBIL",77,2000,12026390618.0359,254041612.981142,48160699889.2387
"4061","MERBIL",77,2001,51669444000.3548,2249473262.82778,188356846651.736
"4062","MERBIL",77,2002,3041106051.32896,317699710.351783,9591736260.71496
"4063","MERBIL",77,2003,1290583090.72741,45711029.1693446,5434176990.19883
"4064","MERBIL",77,2004,1204586111.61639,16165081.1432938,6905788442.70399
"4065","MERBIL",77,2005,0,0,0
"4066","MERBIL",77,2006,0,0,0
"4067","MERBIL",77,2007,1081835323.43895,11025495.6884411,4478728520.86165
"4068","MERBIL",77,2008,0,0,0
"4069","MERBIL",77,2009,393287898.470984,24763791.3636735,1359132292.23423
"4070","MERBIL",77,2010,183005561.19221,2680827.17097522,718996715.951277
"4071","MERBIL",77,2011,1621650532.53183,7386529.83082402,7691999735.42576
"4072","MERBIL",77,2012,463468146.40651,46998487.0083934,1910938573.31171
"4073","MERBIL",77,2013,0,0,0
"4074","MERBIL",77,2014,99641176.5484639,1730311.00523971,343842607.704745
"4075","MERBIL",77,2015,451257180.485725,18295409.6933394,1946416673.92892
"4076","MERBIL",77,2016,1927816947.48784,165788197.640071,7424013417.25871
"4077","MERBIL",77,2017,355633115.389717,13702816.4525104,1528901162.78811
"4078","MERBIL",77,2018,29485978.1311147,455410.069211468,176333311.463247
"4079","MERBIL",77,2019,0,0,0
"4080","MERBIL",77,2020,NA,0,0
"3265","MERBIL",103,1973,NA,0,0
"3266","MERBIL",103,1974,NA,0,0
"3267","MERBIL",103,1975,NA,0,0
"3268","MERBIL",103,1976,NA,0,0
"3269","MERBIL",103,1977,0,0,0
"3270","MERBIL",103,1978,39199683.3119919,322516.520014523,190096874.303509
"3271","MERBIL",103,1979,0,0,0
"3272","MERBIL",103,1980,37829123.1483156,47185.3182859713,274289326.841833
"3273","MERBIL",103,1981,0,0,0
"3274","MERBIL",103,1982,1199751591.40856,12310889.6235059,7097914223.19508
"3275","MERBIL",103,1983,NA,0,0
"3276","MERBIL",103,1984,0,0,0
"3277","MERBIL",103,1985,0,0,0
"3278","MERBIL",103,1986,0,0,0
"3279","MERBIL",103,1987,65511215.6375754,1519925.42132953,313980260.53819
"3280","MERBIL",103,1988,0,0,0
"3281","MERBIL",103,1989,0,0,0
"3282","MERBIL",103,1990,0,0,0
"3283","MERBIL",103,1991,0,0,0
"3284","MERBIL",103,1992,7630050.87279455,928801.963206706,23983519.873992
"3285","MERBIL",103,1993,6615098.81675851,878053.104088553,20553927.8921737
"3286","MERBIL",103,1994,0,0,0
"3287","MERBIL",103,1995,0,0,0
"3288","MERBIL",103,1996,140406.044611188,1469.63209570493,905416.719097625
"3289","MERBIL",103,1997,10048157.0204159,138531.231294182,43054339.400862
"3290","MERBIL",103,1998,23308467.8786852,450793.079152284,88024242.4991411
"3291","MERBIL",103,1999,56288794.346859,1253120.88715304,270751118.500063
"3292","MERBIL",103,2000,23147884.0237166,289375.544923215,153263487.141649
"3293","MERBIL",103,2001,23118062.2060291,682573.005409261,89421648.8035894
"3294","MERBIL",103,2002,112271095.332685,9379058.88853575,444078544.882262
"3295","MERBIL",103,2003,810568087.782084,88998505.1676408,3122507582.83929
"3296","MERBIL",103,2004,87418583.8223048,2821187.40651364,477118017.956968
"3297","MERBIL",103,2005,486651365.954978,103772376.065123,1378410276.51439
"3298","MERBIL",103,2006,3910097.91232118,47867.8134044217,15948968.2169727
"3299","MERBIL",103,2007,0,0,0
"3300","MERBIL",103,2008,0,0,0
"3301","MERBIL",103,2009,133278896.824775,2381596.21042735,403875091.607804
"3302","MERBIL",103,2010,29214883.1515101,1778781.54932324,108456982.017996
"3303","MERBIL",103,2011,975531812.030386,3988025.73976536,4063950972.52897
"3304","MERBIL",103,2012,228381045.482582,6770548.2105578,909898334.826349
"3305","MERBIL",103,2013,287756775.980986,6376544.44662364,1185399664.98521
"3306","MERBIL",103,2014,30659349.7488392,305677.673012925,153358363.773096
"3307","MERBIL",103,2015,0,0,0
"3308","MERBIL",103,2016,496008865.368472,12795947.9890578,3475552712.27826
"3309","MERBIL",103,2017,127588.469959767,2072.73934964335,659736.324578735
"3310","MERBIL",103,2018,916007203.127297,8412386.5624273,2863467802.4745
"3311","MERBIL",103,2019,310150475.913987,13809347.6674636,1426476989.8417
"3312","MERBIL",103,2020,NA,0,0
"3313","MERBIL",104,1973,0,0,0
"3314","MERBIL",104,1974,0,0,0
"3315","MERBIL",104,1975,0,0,0
"3316","MERBIL",104,1976,0,0,0
"3317","MERBIL",104,1977,NA,0,0
"3318","MERBIL",104,1978,0,0,0
"3319","MERBIL",104,1979,163652169.386251,350641.024182853,660524056.577487
"3320","MERBIL",104,1980,0,0,0
"3321","MERBIL",104,1981,0,0,0
"3322","MERBIL",104,1982,NA,0,0
"3323","MERBIL",104,1983,NA,0,0
"3324","MERBIL",104,1984,NA,0,0
"3325","MERBIL",104,1985,31675167.2212969,88676.3998920869,134876289.99439
"3326","MERBIL",104,1986,9457382.48465241,67963.6537942524,38660398.4645495
"3327","MERBIL",104,1987,47715781.3651149,623098.723472008,207483589.552968
"3328","MERBIL",104,1988,1815667219.20196,78429159.1249593,6981518196.57362
"3329","MERBIL",104,1989,4844343168.49565,669850956.630163,15182514142.4846
"3330","MERBIL",104,1990,NA,0,0
"3331","MERBIL",104,1991,414016483.048531,92471678.0852131,1346908172.52381
"3332","MERBIL",104,1992,212928883.262553,15755294.8973719,700714206.23523
"3333","MERBIL",104,1993,64522310.4288215,10859848.5233876,155113754.172848
"3334","MERBIL",104,1994,661406898.460133,9611480.66988897,2443164039.35293
"3335","MERBIL",104,1995,332987492.972955,43848124.6010036,1478934594.39718
"3336","MERBIL",104,1996,67145059.250509,7245017.67279169,265198307.271982
"3337","MERBIL",104,1997,1240652104.48541,259111676.326448,4329718618.13099
"3338","MERBIL",104,1998,121722566.460532,16452489.7887584,396533829.611049
"3339","MERBIL",104,1999,109572689.282316,7436572.39479352,404724029.531883
"3340","MERBIL",104,2000,511657920.224401,71191650.2406721,2045895678.8932
"3341","MERBIL",104,2001,388996306.195768,42940712.8673374,2009777058.00881
"3342","MERBIL",104,2002,317827590.290174,40114801.9010016,795361142.825511
"3343","MERBIL",104,2003,57584045.1265259,3467382.38890361,167932305.253316
"3344","MERBIL",104,2004,47916827.0653911,1249933.33136774,263311281.976369
"3345","MERBIL",104,2005,112529197.700837,5231798.60001795,348417458.298746
"3346","MERBIL",104,2006,682312913.343483,52958215.714426,3270021008.70701
"3347","MERBIL",104,2007,25860752.2194378,290996.433955644,109744158.178561
"3348","MERBIL",104,2008,158530379.902334,4120914.38447055,734053388.217796
"3349","MERBIL",104,2009,180248937.770337,18860591.8046476,669560422.09715
"3350","MERBIL",104,2010,49286526.3967822,5957718.84822078,155088512.722841
"3351","MERBIL",104,2011,659009631.410391,98721399.9271049,1619306698.10354
"3352","MERBIL",104,2012,553085716.896201,15326218.5951058,2627346307.96222
"3353","MERBIL",104,2013,198406779.977738,14763252.5354567,759456387.001152
"3354","MERBIL",104,2014,250429956.695947,8067646.89492271,635945170.494077
"3355","MERBIL",104,2015,641232238.037058,60978275.7114987,3197351713.29466
"3356","MERBIL",104,2016,14318023.6310796,185476.378014123,87617851.627305
"3357","MERBIL",104,2017,201616943.965792,12475369.3278425,779378856.033968
"3358","MERBIL",104,2018,26339145.3982994,1403297.61746475,109991598.629255
"3359","MERBIL",104,2019,147823108.512956,7561430.3526724,694222247.285663
"3360","MERBIL",104,2020,NA,0,0
"3361","MERBIL",108,1973,NA,0,0
"3362","MERBIL",108,1974,NA,0,0
"3363","MERBIL",108,1975,NA,0,0
"3364","MERBIL",108,1976,NA,0,0
"3365","MERBIL",108,1977,0,0,0
"3366","MERBIL",108,1978,267927414.06932,35327239.7846514,713124780.583721
"3367","MERBIL",108,1979,0,0,0
"3368","MERBIL",108,1980,0,0,0
"3369","MERBIL",108,1981,0,0,0
"3370","MERBIL",108,1982,0,0,0
"3371","MERBIL",108,1983,NA,0,0
"3372","MERBIL",108,1984,NA,0,0
"3373","MERBIL",108,1985,0,0,0
"3374","MERBIL",108,1986,92188021.7793997,2096792.73452066,384098837.563049
"3375","MERBIL",108,1987,0,0,0
"3376","MERBIL",108,1988,NA,0,0
"3377","MERBIL",108,1989,21130899.3698872,63601.3341228015,124443344.567188
"3378","MERBIL",108,1990,1403156404.21194,179223866.843708,5262208845.37914
"3379","MERBIL",108,1991,9704188.56770392,40705.3720306208,41098751.5877282
"3380","MERBIL",108,1992,365291675.71047,14178138.1595263,1598286168.00198
"3381","MERBIL",108,1993,50669187.1883242,10931898.3964352,155935725.224847
"3382","MERBIL",108,1994,1190376.51292944,6292.0201211253,4443025.19219166
"3383","MERBIL",108,1995,204182479.613118,17370558.9760332,636110779.871481
"3384","MERBIL",108,1996,2652847.35379142,4112.29960138786,17794915.1834237
"3385","MERBIL",108,1997,11738194.6304257,581208.23804466,45458781.1164083
"3386","MERBIL",108,1998,0,0,0
"3387","MERBIL",108,1999,22870624.6283235,1297460.20562857,80687463.2263506
"3388","MERBIL",108,2000,14687447.8041065,27632.7800259315,70414133.8151326
"3389","MERBIL",108,2001,3223254.14117728,78465.5322733965,12376286.7503039
"3390","MERBIL",108,2002,239697273.490626,20160424.0080139,1079539742.0475
"3391","MERBIL",108,2003,0,0,0
"3392","MERBIL",108,2004,10532667.1202471,72503.171624658,47141735.4818216
"3393","MERBIL",108,2005,47883448.5606887,2257276.68993511,189620520.674129
"3394","MERBIL",108,2006,121575458.551462,17132883.7022336,455334765.112934
"3395","MERBIL",108,2007,138711937.22348,965378.070278436,811563317.976616
"3396","MERBIL",108,2008,0,0,0
"3397","MERBIL",108,2009,324421828.342971,3646469.68884671,1220132011.02155
"3398","MERBIL",108,2010,17359298.1087592,1523282.84971834,60645889.9836836
"3399","MERBIL",108,2011,6615948.3135078,119953.260947599,22815944.6643231
"3400","MERBIL",108,2012,0,0,0
"3401","MERBIL",108,2013,0,0,0
"3402","MERBIL",108,2014,32474287.3006823,911217.601275637,100775333.756793
"3403","MERBIL",108,2015,1999487.18660825,14634.8371525309,10545591.4755643
"3404","MERBIL",108,2016,10187132.0701189,115405.041011945,63109063.108638
"3405","MERBIL",108,2017,96715918.1656842,1148200.07417148,428764292.191495
"3406","MERBIL",108,2018,13591289.2560229,1224624.26912377,44735012.804003
"3407","MERBIL",108,2019,124681000.84455,7916789.13107597,648352703.7359
"3408","MERBIL",108,2020,NA,0,0
"3409","MERBIL",112,1973,NA,0,0
"3410","MERBIL",112,1974,NA,0,0
"3411","MERBIL",112,1975,NA,0,0
"3412","MERBIL",112,1976,NA,0,0
"3413","MERBIL",112,1977,NA,0,0
"3414","MERBIL",112,1978,NA,0,0
"3415","MERBIL",112,1979,NA,0,0
"3416","MERBIL",112,1980,NA,0,0
"3417","MERBIL",112,1981,NA,0,0
"3418","MERBIL",112,1982,NA,0,0
"3419","MERBIL",112,1983,NA,0,0
"3420","MERBIL",112,1984,NA,0,0
"3421","MERBIL",112,1985,NA,0,0
"3422","MERBIL",112,1986,NA,0,0
"3423","MERBIL",112,1987,NA,0,0
"3424","MERBIL",112,1988,NA,0,0
"3425","MERBIL",112,1989,NA,0,0
"3426","MERBIL",112,1990,NA,0,0
"3427","MERBIL",112,1991,NA,0,0
"3428","MERBIL",112,1992,NA,0,0
"3429","MERBIL",112,1993,NA,0,0
"3430","MERBIL",112,1994,NA,0,0
"3431","MERBIL",112,1995,NA,0,0
"3432","MERBIL",112,1996,NA,0,0
"3433","MERBIL",112,1997,NA,0,0
"3434","MERBIL",112,1998,NA,0,0
"3435","MERBIL",112,1999,NA,0,0
"3436","MERBIL",112,2000,NA,0,0
"3437","MERBIL",112,2001,NA,0,0
"3438","MERBIL",112,2002,NA,0,0
"3439","MERBIL",112,2003,NA,0,0
"3440","MERBIL",112,2004,NA,0,0
"3441","MERBIL",112,2005,0,0,0
"3442","MERBIL",112,2006,0,0,0
"3443","MERBIL",112,2007,0,0,0
"3444","MERBIL",112,2008,NA,0,0
"3445","MERBIL",112,2009,548480210.199776,1252285.00280262,2595735661.79511
"3446","MERBIL",112,2010,0,0,0
"3447","MERBIL",112,2011,0,0,0
"3448","MERBIL",112,2012,345935534.011345,3937075.42022128,1553015970.29565
"3449","MERBIL",112,2013,550077932.897321,59698796.7365105,2279448346.84089
"3450","MERBIL",112,2014,257435535.44553,302190.465043804,1020637272.88031
"3451","MERBIL",112,2015,121632291.895931,926320.223838512,689653037.33312
"3452","MERBIL",112,2016,0,0,0
"3453","MERBIL",112,2017,NA,0,0
"3454","MERBIL",112,2018,0,0,0
"3455","MERBIL",112,2019,0,0,0
"3456","MERBIL",112,2020,NA,0,0
"3457","MERBIL",135,1973,NA,0,0
"3458","MERBIL",135,1974,NA,0,0
"3459","MERBIL",135,1975,NA,0,0
"3460","MERBIL",135,1976,NA,0,0
"3461","MERBIL",135,1977,NA,0,0
"3462","MERBIL",135,1978,NA,0,0
"3463","MERBIL",135,1979,0,0,0
"3464","MERBIL",135,1980,NA,0,0
"3465","MERBIL",135,1981,NA,0,0
"3466","MERBIL",135,1982,0,0,0
"3467","MERBIL",135,1983,0,0,0
"3468","MERBIL",135,1984,NA,0,0
"3469","MERBIL",135,1985,78929003.6030301,1356985.50372911,433248882.096886
"3470","MERBIL",135,1986,NA,0,0
"3471","MERBIL",135,1987,NA,0,0
"3472","MERBIL",135,1988,NA,0,0
"3473","MERBIL",135,1989,NA,0,0
"3474","MERBIL",135,1990,NA,0,0
"3475","MERBIL",135,1991,NA,0,0
"3476","MERBIL",135,1992,294617755.982202,1.82177178721922e-29,4717352166.15478
"3477","MERBIL",135,1993,835152721.29905,22731093.2841128,4531219091.08726
"3478","MERBIL",135,1994,0,0,0
"3479","MERBIL",135,1995,NA,0,0
"3480","MERBIL",135,1996,0,0,0
"3481","MERBIL",135,1997,926718311.971603,5805155.13659942,5872770280.99657
"3482","MERBIL",135,1998,0,0,0
"3483","MERBIL",135,1999,188171985.94816,12983.1045986638,897448851.565244
"3484","MERBIL",135,2000,0,0,0
"3485","MERBIL",135,2001,12775921.5795166,725.989600377085,93313086.0994863
"3486","MERBIL",135,2002,65874335.6092377,0.0129714372340434,549802168.865584
"3487","MERBIL",135,2003,0,0,0
"3488","MERBIL",135,2004,NA,0,0
"3489","MERBIL",135,2005,162586057.429942,0.00100870433368686,966424802.512386
"3490","MERBIL",135,2006,2568768698.33248,23024288.7811785,19606063361.6842
"3491","MERBIL",135,2007,0,0,0
"3492","MERBIL",135,2008,NA,0,0
"3493","MERBIL",135,2009,NA,0,0
"3494","MERBIL",135,2010,611771895.352352,19570657.506646,2290798118.21777
"3495","MERBIL",135,2011,112930506.246333,1205539.58150009,542522703.029607
"3496","MERBIL",135,2012,439521888.893147,2459315.83097233,2675927040.77036
"3497","MERBIL",135,2013,0,0,0
"3498","MERBIL",135,2014,NA,0,0
"3499","MERBIL",135,2015,0,0,0
"3500","MERBIL",135,2016,0,0,0
"3501","MERBIL",135,2017,NA,0,0
"3502","MERBIL",135,2018,0,0,0
"3503","MERBIL",135,2019,0,0,0
"3504","MERBIL",135,2020,NA,0,0
"3553","MERBIL",163,1973,0,0,0
"3554","MERBIL",163,1974,0,0,0
"3555","MERBIL",163,1975,0,0,0
"3556","MERBIL",163,1976,0,0,0
"3557","MERBIL",163,1977,0,0,0
"3558","MERBIL",163,1978,NA,0,0
"3559","MERBIL",163,1979,NA,0,0
"3560","MERBIL",163,1980,NA,0,0
"3561","MERBIL",163,1981,NA,0,0
"3562","MERBIL",163,1982,NA,0,0
"3563","MERBIL",163,1983,NA,0,0
"3564","MERBIL",163,1984,0,0,0
"3565","MERBIL",163,1985,0,0,0
"3566","MERBIL",163,1986,0,0,0
"3567","MERBIL",163,1987,0,0,0
"3568","MERBIL",163,1988,529189125.460606,9049284.88107518,2688370147.7598
"3569","MERBIL",163,1989,453955989.222221,36052887.5194892,1753761133.76486
"3570","MERBIL",163,1990,3927279011.79191,861223270.703255,17308132344.3425
"3571","MERBIL",163,1991,1626861676.52779,76677447.7422513,6198647820.72378
"3572","MERBIL",163,1992,1136887419.78707,57248978.7711297,4382895001.74505
"3573","MERBIL",163,1993,31344909.7855747,3139200.95118396,105586821.776827
"3574","MERBIL",163,1994,229194642.671832,406589.476826535,1197348668.62716
"3575","MERBIL",163,1995,174840727.393313,8490274.92497574,628949192.370046
"3576","MERBIL",163,1996,4023601.66044865,32269.8673303816,18856626.6039589
"3577","MERBIL",163,1997,9388089468.58672,638743793.392062,41219764588.7712
"3578","MERBIL",163,1998,NA,0,0
"3579","MERBIL",163,1999,438137816.592308,26922854.8426966,2113311622.83893
"3580","MERBIL",163,2000,0,0,0
"3581","MERBIL",163,2001,0,0,0
"3582","MERBIL",163,2002,193265773.176245,4934754.87118564,762879934.204285
"3583","MERBIL",163,2003,1027310072.77275,12640587.3173258,4328700172.93655
"3584","MERBIL",163,2004,0,0,0
"3585","MERBIL",163,2005,0,0,0
"3586","MERBIL",163,2006,296314130.305815,5005183.02567833,1542144665.51473
"3587","MERBIL",163,2007,0,0,0
"3588","MERBIL",163,2008,20846352.6059631,59755.8170820771,114917397.315026
"3589","MERBIL",163,2009,175813028.605793,3047609.1522714,764128753.87184
"3590","MERBIL",163,2010,4692839.23470123,110624.504043875,23794082.6678608
"3591","MERBIL",163,2011,5420674.033763,21219.4707877196,27655222.4355371
"3592","MERBIL",163,2012,0,0,0
"3593","MERBIL",163,2013,14626021.2915968,309200.909319184,65089970.793047
"3594","MERBIL",163,2014,0,0,0
"3595","MERBIL",163,2015,2493679.35554622,100297.596567342,10005738.420115
"3596","MERBIL",163,2016,52971282.6460134,1271973.47890889,203251613.873435
"3597","MERBIL",163,2017,NA,0,0
"3598","MERBIL",163,2018,13424331.1008274,24936.9352975661,84509429.8141472
"3599","MERBIL",163,2019,24919716.4230061,108641.729367052,145081916.619226
"3600","MERBIL",163,2020,NA,0,0
"3601","MERBIL",164,1973,NA,0,0
"3602","MERBIL",164,1974,NA,0,0
"3603","MERBIL",164,1975,NA,0,0
"3604","MERBIL",164,1976,NA,0,0
"3605","MERBIL",164,1977,0,0,0
"3606","MERBIL",164,1978,107153817.672269,798212.531913109,468368659.202211
"3607","MERBIL",164,1979,0,0,0
"3608","MERBIL",164,1980,0,0,0
"3609","MERBIL",164,1981,NA,0,0
"3610","MERBIL",164,1982,NA,0,0
"3611","MERBIL",164,1983,NA,0,0
"3612","MERBIL",164,1984,0,0,0
"3613","MERBIL",164,1985,0,0,0
"3614","MERBIL",164,1986,264097066.975777,5189068.52310337,969144221.044649
"3615","MERBIL",164,1987,0,0,0
"3616","MERBIL",164,1988,530166160.479081,24768285.1577433,1712585200.78316
"3617","MERBIL",164,1989,706002749.379011,24906511.265267,3284241506.73944
"3618","MERBIL",164,1990,190283608.430956,21491066.3576441,642097288.270178
"3619","MERBIL",164,1991,604785443.060425,74776982.8204737,1831958395.63745
"3620","MERBIL",164,1992,1140855613.46836,207382861.793763,3806250829.62799
"3621","MERBIL",164,1993,405016675.923628,61897419.0892257,1507691087.24071
"3622","MERBIL",164,1994,560965628.755,46061139.8747162,2231003223.93275
"3623","MERBIL",164,1995,405064469.853342,29844501.2414778,1674577862.87671
"3624","MERBIL",164,1996,440641798.68563,31172998.4857887,1738438674.53939
"3625","MERBIL",164,1997,88488962.2925078,2324480.55907582,350062317.749284
"3626","MERBIL",164,1998,197276586.808857,33701693.9117214,599322731.780817
"3627","MERBIL",164,1999,788087430.355339,92061106.0840728,2930204594.00176
"3628","MERBIL",164,2000,705721784.414821,92349926.9894379,2599590659.97676
"3629","MERBIL",164,2001,1886390286.09076,68375993.6365261,9045556917.76511
"3630","MERBIL",164,2002,642171163.24618,4444247.95825415,2174555108.86545
"3631","MERBIL",164,2003,82611413.9786963,2253715.41391831,376303582.54883
"3632","MERBIL",164,2004,1081849384.50099,53472802.8668839,4257079066.7087
"3633","MERBIL",164,2005,17883666.4000976,73031.3604588183,112850511.950966
"3634","MERBIL",164,2006,114963101.282997,4303321.91322335,412574998.298628
"3635","MERBIL",164,2007,493932580.464036,50984418.3070813,1595588953.94311
"3636","MERBIL",164,2008,2850066784.05615,209108410.820631,13225465096.3697
"3637","MERBIL",164,2009,240844520.616847,17571152.515137,846032182.338912
"3638","MERBIL",164,2010,50208289.408806,4494102.04290492,182821164.350736
"3639","MERBIL",164,2011,59018974.8071482,4226896.35722241,228779405.708743
"3640","MERBIL",164,2012,359088050.234166,32764375.3614075,1005747303.10091
"3641","MERBIL",164,2013,236539192.566063,18715992.2020296,686450458.97698
"3642","MERBIL",164,2014,212243101.690289,7831711.98528161,1030724908.39411
"3643","MERBIL",164,2015,147024500.832597,998140.017690623,723463211.018436
"3644","MERBIL",164,2016,50339638.1204271,2430874.80913905,167163293.631125
"3645","MERBIL",164,2017,148102837.59759,2009450.77349621,951176027.860585
"3646","MERBIL",164,2018,39337207.4603377,2949849.79918688,146215847.021598
"3647","MERBIL",164,2019,120264311.122154,2660401.71473449,454273560.273573
"3648","MERBIL",164,2020,NA,0,0
"3649","MERBIL",172,1973,NA,0,0
"3650","MERBIL",172,1974,NA,0,0
"3651","MERBIL",172,1975,NA,0,0
"3652","MERBIL",172,1976,NA,0,0
"3653","MERBIL",172,1977,NA,0,0
"3654","MERBIL",172,1978,NA,0,0
"3655","MERBIL",172,1979,NA,0,0
"3656","MERBIL",172,1980,NA,0,0
"3657","MERBIL",172,1981,NA,0,0
"3658","MERBIL",172,1982,NA,0,0
"3659","MERBIL",172,1983,NA,0,0
"3660","MERBIL",172,1984,NA,0,0
"3661","MERBIL",172,1985,NA,0,0
"3662","MERBIL",172,1986,NA,0,0
"3663","MERBIL",172,1987,NA,0,0
"3664","MERBIL",172,1988,NA,0,0
"3665","MERBIL",172,1989,NA,0,0
"3666","MERBIL",172,1990,NA,0,0
"3667","MERBIL",172,1991,NA,0,0
"3668","MERBIL",172,1992,NA,0,0
"3669","MERBIL",172,1993,NA,0,0
"3670","MERBIL",172,1994,NA,0,0
"3671","MERBIL",172,1995,NA,0,0
"3672","MERBIL",172,1996,NA,0,0
"3673","MERBIL",172,1997,NA,0,0
"3674","MERBIL",172,1998,NA,0,0
"3675","MERBIL",172,1999,NA,0,0
"3676","MERBIL",172,2000,NA,0,0
"3677","MERBIL",172,2001,NA,0,0
"3678","MERBIL",172,2002,NA,0,0
"3679","MERBIL",172,2003,NA,0,0
"3680","MERBIL",172,2004,NA,0,0
"3681","MERBIL",172,2005,0,0,0
"3682","MERBIL",172,2006,0,0,0
"3683","MERBIL",172,2007,0,0,0
"3684","MERBIL",172,2008,NA,0,0
"3685","MERBIL",172,2009,0,0,0
"3686","MERBIL",172,2010,13277117.8289056,34329.8234253542,73623768.3205586
"3687","MERBIL",172,2011,0,0,0
"3688","MERBIL",172,2012,429304.906214626,2875.28956294386,1895598.41297015
"3689","MERBIL",172,2013,10356596.1918863,228129.513321656,47026926.9106486
"3690","MERBIL",172,2014,0,0,0
"3691","MERBIL",172,2015,0,0,0
"3692","MERBIL",172,2016,0,0,0
"3693","MERBIL",172,2017,NA,0,0
"3694","MERBIL",172,2018,0,0,0
"3695","MERBIL",172,2019,0,0,0
"3696","MERBIL",172,2020,NA,0,0
"3697","MERBIL",197,1973,NA,0,0
"3698","MERBIL",197,1974,NA,0,0
"3699","MERBIL",197,1975,NA,0,0
"3700","MERBIL",197,1976,NA,0,0
