"","prey","svspp","year","mean","lci","uci"
"1629","AMMFAM",77,2017,3088697.69971263,55892.3314143871,13430592.9932904
"1630","AMMFAM",77,2018,0,0,0
"1631","AMMFAM",77,2019,0,0,0
"1632","AMMFAM",77,2020,NA,0,0
"817","AMMFAM",103,1973,NA,0,0
"818","AMMFAM",103,1974,NA,0,0
"819","AMMFAM",103,1975,NA,0,0
"820","AMMFAM",103,1976,NA,0,0
"821","AMMFAM",103,1977,2846956068.27686,123501752.214202,11618981722.4769
"822","AMMFAM",103,1978,0,0,0
"823","AMMFAM",103,1979,2818812645.27574,385408066.255497,9795428218.26234
"824","AMMFAM",103,1980,850620422.099933,30219536.3820308,3523047435.16661
"825","AMMFAM",103,1981,8597566868.44911,783998227.355142,34113756340.8511
"826","AMMFAM",103,1982,0,0,0
"827","AMMFAM",103,1983,NA,0,0
"828","AMMFAM",103,1984,0,0,0
"829","AMMFAM",103,1985,0,0,0
"830","AMMFAM",103,1986,8800470.26193867,132079.252470916,39738402.4307585
"831","AMMFAM",103,1987,143496034.15855,251206.846600345,1004188478.075
"832","AMMFAM",103,1988,0,0,0
"833","AMMFAM",103,1989,0,0,0
"834","AMMFAM",103,1990,214516724.122034,6575368.75229241,872761958.770984
"835","AMMFAM",103,1991,0,0,0
"836","AMMFAM",103,1992,0,0,0
"837","AMMFAM",103,1993,0,0,0
"838","AMMFAM",103,1994,0,0,0
"839","AMMFAM",103,1995,10914734.1411951,637731.097544933,34847343.0462763
"840","AMMFAM",103,1996,0,0,0
"841","AMMFAM",103,1997,151000350.038393,1955726.6981561,651969020.807836
"842","AMMFAM",103,1998,0,0,0
"843","AMMFAM",103,1999,0,0,0
"844","AMMFAM",103,2000,55416361.9133621,793354.232851183,287130458.885021
"845","AMMFAM",103,2001,0,0,0
"846","AMMFAM",103,2002,0,0,0
"847","AMMFAM",103,2003,0,0,0
"848","AMMFAM",103,2004,0,0,0
"849","AMMFAM",103,2005,567545083.98838,42405915.6968558,2066764228.73093
"850","AMMFAM",103,2006,657563892.429765,12159400.8150895,3372190143.64223
"851","AMMFAM",103,2007,342305804.628024,20240474.8125162,1323804688.7882
"852","AMMFAM",103,2008,780614064.397246,1592485.69248586,3909345275.36413
"853","AMMFAM",103,2009,133509712.394288,8453878.30698114,616168512.16186
"854","AMMFAM",103,2010,416764820.226524,42739044.987551,1612581069.41315
"855","AMMFAM",103,2011,691584494.832639,7661308.06775942,3015119690.66675
"856","AMMFAM",103,2012,0,0,0
"857","AMMFAM",103,2013,2102724842.95571,168025593.224249,8763713021.4406
"858","AMMFAM",103,2014,108287136.450929,2264691.23812452,529801626.153775
"859","AMMFAM",103,2015,1046511139.58653,67846137.8269643,4057235220.79533
"860","AMMFAM",103,2016,120282013.57812,18930101.4841847,347768560.209491
"861","AMMFAM",103,2017,0,0,0
"862","AMMFAM",103,2018,92670784.4176758,1357201.44681738,403926404.679085
"863","AMMFAM",103,2019,0,0,0
"864","AMMFAM",103,2020,NA,0,0
"865","AMMFAM",104,1973,0,0,0
"866","AMMFAM",104,1974,0,0,0
"867","AMMFAM",104,1975,0,0,0
"868","AMMFAM",104,1976,0,0,0
"869","AMMFAM",104,1977,NA,0,0
"870","AMMFAM",104,1978,0,0,0
"871","AMMFAM",104,1979,0,0,0
"872","AMMFAM",104,1980,0,0,0
"873","AMMFAM",104,1981,5132750838.61574,281053419.353749,27204589111.6651
"874","AMMFAM",104,1982,NA,0,0
"875","AMMFAM",104,1983,NA,0,0
"876","AMMFAM",104,1984,NA,0,0
"877","AMMFAM",104,1985,0,0,0
"878","AMMFAM",104,1986,5224338.67564479,19326.8310649313,26115139.5372317
"879","AMMFAM",104,1987,637607378.902616,9640527.98978013,2255729818.4293
"880","AMMFAM",104,1988,0,0,0
"881","AMMFAM",104,1989,0,0,0
"882","AMMFAM",104,1990,NA,0,0
"883","AMMFAM",104,1991,0,0,0
"884","AMMFAM",104,1992,0,0,0
"885","AMMFAM",104,1993,0,0,0
"886","AMMFAM",104,1994,17032355.2724038,40381.671765845,72159299.2308186
"887","AMMFAM",104,1995,0,0,0
"888","AMMFAM",104,1996,0,0,0
"889","AMMFAM",104,1997,73200046.9244881,330322.192311746,305478183.350452
"890","AMMFAM",104,1998,0,0,0
"891","AMMFAM",104,1999,0,0,0
"892","AMMFAM",104,2000,0,0,0
"893","AMMFAM",104,2001,0,0,0
"894","AMMFAM",104,2002,0,0,0
"895","AMMFAM",104,2003,0,0,0
"896","AMMFAM",104,2004,0,0,0
"897","AMMFAM",104,2005,0,0,0
"898","AMMFAM",104,2006,48322557.4578021,349641.491389117,248693561.538801
"899","AMMFAM",104,2007,131317006.175498,12098771.3041367,425388582.388208
"900","AMMFAM",104,2008,3996526039.1455,670758929.383078,13537083266.9159
"901","AMMFAM",104,2009,191018365.433552,8205825.91574861,697459743.464129
"902","AMMFAM",104,2010,8822899.25051198,135461.555087745,34514810.4639188
"903","AMMFAM",104,2011,0,0,0
"904","AMMFAM",104,2012,0,0,0
"905","AMMFAM",104,2013,169695702.993195,10527971.8524439,577957480.021501
"906","AMMFAM",104,2014,0,0,0
"907","AMMFAM",104,2015,96728483.3217243,3860196.06856077,356888087.431716
"908","AMMFAM",104,2016,361949831.550267,17271728.1516028,1635404251.85027
"909","AMMFAM",104,2017,949970.985902024,9392.25467590182,3941257.68242476
"910","AMMFAM",104,2018,24824732.7727564,597719.742893044,114125218.67292
"911","AMMFAM",104,2019,43507148.1768068,1361366.78050894,274089495.05152
"912","AMMFAM",104,2020,NA,0,0
"913","AMMFAM",108,1973,NA,0,0
"914","AMMFAM",108,1974,NA,0,0
"915","AMMFAM",108,1975,NA,0,0
"916","AMMFAM",108,1976,NA,0,0
"917","AMMFAM",108,1977,0,0,0
"918","AMMFAM",108,1978,554950859.596497,49445584.7423046,2130910991.34138
"919","AMMFAM",108,1979,741369238.781828,24890044.2358355,3326471298.76766
"920","AMMFAM",108,1980,190245800.886691,3058331.99816883,797377027.347116
"921","AMMFAM",108,1981,2817255060.59794,152002756.825699,19098287810.2493
"922","AMMFAM",108,1982,315669506.604182,16459112.9644263,1244800427.98967
"923","AMMFAM",108,1983,NA,0,0
"924","AMMFAM",108,1984,NA,0,0
"925","AMMFAM",108,1985,233486680.371691,9769060.14583733,781757108.616053
"926","AMMFAM",108,1986,43418912846.3193,2063892785.28526,172364530749.836
"927","AMMFAM",108,1987,699533084.839256,46576547.2074937,2885316003.11424
"928","AMMFAM",108,1988,NA,0,0
"929","AMMFAM",108,1989,71917550.6245653,8642581.03669283,234197353.043735
"930","AMMFAM",108,1990,573885027.372316,45919958.7123094,2495517199.78844
"931","AMMFAM",108,1991,1793007.65275746,90181.4152863322,7460105.82029559
"932","AMMFAM",108,1992,4944896.54168513,19574.1127987875,25312543.8297716
"933","AMMFAM",108,1993,0,0,0
"934","AMMFAM",108,1994,606408.125119185,5709.92435316325,2884850.43613944
"935","AMMFAM",108,1995,117492850.00241,1845155.39211567,653519541.030824
"936","AMMFAM",108,1996,66420947.9995259,2995297.87188661,224361463.271007
"937","AMMFAM",108,1997,4020141.90938645,41382.4157290368,15901642.6173501
"938","AMMFAM",108,1998,913969337.875123,59643104.2667788,3691720884.43659
"939","AMMFAM",108,1999,6188385.97692402,41920.9014673019,27748346.3838622
"940","AMMFAM",108,2000,0,0,0
"941","AMMFAM",108,2001,0,0,0
"942","AMMFAM",108,2002,2263933599.70035,34405638.7281291,17881849981.7836
"943","AMMFAM",108,2003,0,0,0
"944","AMMFAM",108,2004,0,0,0
"945","AMMFAM",108,2005,288064623.296154,12385204.7123407,1200516166.07823
"946","AMMFAM",108,2006,149247183.411845,11096607.5483011,570563389.053821
"947","AMMFAM",108,2007,338089197.716147,17087457.1109542,1618316086.4035
"948","AMMFAM",108,2008,112668133.905149,16943752.2266937,517828422.875131
"949","AMMFAM",108,2009,141193345.509342,27688615.985933,457632902.34751
"950","AMMFAM",108,2010,23155986.7635572,1747334.88701216,163302786.478925
"951","AMMFAM",108,2011,11195933.9744563,308754.39386292,44095173.6745654
"952","AMMFAM",108,2012,66270327.9450152,5545151.93615895,234026612.976065
"953","AMMFAM",108,2013,262201650.013364,6109599.03763494,1254507780.21586
"954","AMMFAM",108,2014,236621268.899101,3767916.71165964,967034284.621097
"955","AMMFAM",108,2015,187352691.317682,4359322.28228527,853162341.881957
"956","AMMFAM",108,2016,331110122.172408,55122096.1166284,1108426044.16612
"957","AMMFAM",108,2017,4020008.73675014,59246.8972635856,16680886.9361266
"958","AMMFAM",108,2018,163139556.810244,16037235.7456189,672221666.245899
"959","AMMFAM",108,2019,92040938.0111345,11904559.0749912,285958717.741128
"960","AMMFAM",108,2020,NA,0,0
"961","AMMFAM",112,1973,NA,0,0
"962","AMMFAM",112,1974,NA,0,0
"963","AMMFAM",112,1975,NA,0,0
"964","AMMFAM",112,1976,NA,0,0
"965","AMMFAM",112,1977,NA,0,0
"966","AMMFAM",112,1978,NA,0,0
"967","AMMFAM",112,1979,NA,0,0
"968","AMMFAM",112,1980,NA,0,0
"969","AMMFAM",112,1981,NA,0,0
"970","AMMFAM",112,1982,NA,0,0
"971","AMMFAM",112,1983,NA,0,0
"972","AMMFAM",112,1984,NA,0,0
"973","AMMFAM",112,1985,NA,0,0
"974","AMMFAM",112,1986,NA,0,0
"975","AMMFAM",112,1987,NA,0,0
"976","AMMFAM",112,1988,NA,0,0
"977","AMMFAM",112,1989,NA,0,0
"978","AMMFAM",112,1990,NA,0,0
"979","AMMFAM",112,1991,NA,0,0
"980","AMMFAM",112,1992,NA,0,0
"981","AMMFAM",112,1993,NA,0,0
"982","AMMFAM",112,1994,NA,0,0
"983","AMMFAM",112,1995,NA,0,0
"984","AMMFAM",112,1996,NA,0,0
"985","AMMFAM",112,1997,NA,0,0
"986","AMMFAM",112,1998,NA,0,0
"987","AMMFAM",112,1999,NA,0,0
"988","AMMFAM",112,2000,NA,0,0
"989","AMMFAM",112,2001,NA,0,0
"990","AMMFAM",112,2002,NA,0,0
"991","AMMFAM",112,2003,NA,0,0
"992","AMMFAM",112,2004,NA,0,0
"993","AMMFAM",112,2005,0,0,0
"994","AMMFAM",112,2006,0,0,0
"995","AMMFAM",112,2007,0,0,0
"996","AMMFAM",112,2008,NA,0,0
"997","AMMFAM",112,2009,0,0,0
"998","AMMFAM",112,2010,0,0,0
"999","AMMFAM",112,2011,0,0,0
"1000","AMMFAM",112,2012,0,0,0
"1001","AMMFAM",112,2013,0,0,0
"1002","AMMFAM",112,2014,0,0,0
"1003","AMMFAM",112,2015,0,0,0
"1004","AMMFAM",112,2016,0,0,0
"1005","AMMFAM",112,2017,NA,0,0
"1006","AMMFAM",112,2018,0,0,0
"1007","AMMFAM",112,2019,0,0,0
"1008","AMMFAM",112,2020,NA,0,0
"1009","AMMFAM",135,1973,NA,0,0
"1010","AMMFAM",135,1974,NA,0,0
"1011","AMMFAM",135,1975,NA,0,0
"1012","AMMFAM",135,1976,NA,0,0
"1013","AMMFAM",135,1977,NA,0,0
"1014","AMMFAM",135,1978,NA,0,0
"1015","AMMFAM",135,1979,124021779.278856,104249.16990085,636681351.828312
"1016","AMMFAM",135,1980,NA,0,0
"1017","AMMFAM",135,1981,NA,0,0
"1018","AMMFAM",135,1982,57293336.4037243,163306.867845608,364550251.619535
"1019","AMMFAM",135,1983,0,0,0
"1020","AMMFAM",135,1984,NA,0,0
"1021","AMMFAM",135,1985,1486605915.49268,26582373.2307901,5502737431.42827
"1022","AMMFAM",135,1986,NA,0,0
"1023","AMMFAM",135,1987,NA,0,0
"1024","AMMFAM",135,1988,NA,0,0
"1025","AMMFAM",135,1989,NA,0,0
"1026","AMMFAM",135,1990,NA,0,0
"1027","AMMFAM",135,1991,NA,0,0
"1028","AMMFAM",135,1992,0,0,0
"1029","AMMFAM",135,1993,25842958.0158131,337869.459105328,126366356.752819
"1030","AMMFAM",135,1994,0,0,0
"1031","AMMFAM",135,1995,NA,0,0
"1032","AMMFAM",135,1996,0,0,0
"1033","AMMFAM",135,1997,0,0,0
"1034","AMMFAM",135,1998,0,0,0
"1035","AMMFAM",135,1999,20479090.5792466,12620.4657607216,142302904.027504
"1036","AMMFAM",135,2000,0,0,0
"1037","AMMFAM",135,2001,0,0,0
"1038","AMMFAM",135,2002,0,0,0
"1039","AMMFAM",135,2003,14336335.9320472,59026.6114146679,81208115.8105956
"1040","AMMFAM",135,2004,NA,0,0
"1041","AMMFAM",135,2005,0,0,0
"1042","AMMFAM",135,2006,14695673.0899407,127553.463164867,100165702.28171
"1043","AMMFAM",135,2007,94519049.2219159,1029671.04026233,481857170.466043
"1044","AMMFAM",135,2008,NA,0,0
"1045","AMMFAM",135,2009,NA,0,0
"1046","AMMFAM",135,2010,6723142116.74249,179115171.609866,27208094273.4742
"1047","AMMFAM",135,2011,0,0,0
"1048","AMMFAM",135,2012,0,0,0
"1049","AMMFAM",135,2013,5263558196.23866,3764600.08182749,25512858278.7474
"1050","AMMFAM",135,2014,NA,0,0
"1051","AMMFAM",135,2015,155874720.57772,967909.675455741,755502582.679211
"1052","AMMFAM",135,2016,0,0,0
"1053","AMMFAM",135,2017,NA,0,0
"1054","AMMFAM",135,2018,0,0,0
"1055","AMMFAM",135,2019,0,0,0
"1056","AMMFAM",135,2020,NA,0,0
"1105","AMMFAM",163,1973,0,0,0
"1106","AMMFAM",163,1974,0,0,0
"1107","AMMFAM",163,1975,0,0,0
"1108","AMMFAM",163,1976,0,0,0
"1109","AMMFAM",163,1977,409256357.47079,8490003.40577617,1677219655.88235
"1110","AMMFAM",163,1978,NA,0,0
"1111","AMMFAM",163,1979,NA,0,0
"1112","AMMFAM",163,1980,NA,0,0
"1113","AMMFAM",163,1981,NA,0,0
"1114","AMMFAM",163,1982,NA,0,0
"1115","AMMFAM",163,1983,NA,0,0
"1116","AMMFAM",163,1984,0,0,0
"1117","AMMFAM",163,1985,205797480.745539,25091926.149562,905027961.866202
"1118","AMMFAM",163,1986,669489523.283293,30986907.6385363,2714363320.2952
"1119","AMMFAM",163,1987,0,0,0
"1120","AMMFAM",163,1988,0,0,0
"1121","AMMFAM",163,1989,861443725.896911,34623432.7113264,3816854415.09215
"1122","AMMFAM",163,1990,0,0,0
"1123","AMMFAM",163,1991,40146070.7337747,789858.058618526,177472627.501824
"1124","AMMFAM",163,1992,779764082.693919,32065114.2093814,2385520941.11755
"1125","AMMFAM",163,1993,0,0,0
"1126","AMMFAM",163,1994,8092368.34787124,105607.074811597,31490667.0462805
"1127","AMMFAM",163,1995,53591787.0106128,677063.61793763,223358336.001303
"1128","AMMFAM",163,1996,600976537.218807,50935622.8476193,1826520085.88489
"1129","AMMFAM",163,1997,1186782829.42343,27482934.7364013,6521123094.80998
"1130","AMMFAM",163,1998,NA,0,0
"1131","AMMFAM",163,1999,364460333.771439,43475142.4509967,1320425963.04313
"1132","AMMFAM",163,2000,146034027.239214,1131257.52172961,543585945.843342
"1133","AMMFAM",163,2001,0,0,0
"1134","AMMFAM",163,2002,259035909.239958,3737423.56490425,1350418755.75865
"1135","AMMFAM",163,2003,233012547.040792,2154829.167005,1311141293.5556
"1136","AMMFAM",163,2004,0,0,0
"1137","AMMFAM",163,2005,13595670.6527212,212244.233589807,50624451.8034076
"1138","AMMFAM",163,2006,1011262128.30702,121097524.577409,3659695468.70522
"1139","AMMFAM",163,2007,10456334939.1636,1120801248.7549,28731578671.3158
"1140","AMMFAM",163,2008,16230453463.3861,1781938806.41075,46729570731.0828
"1141","AMMFAM",163,2009,885906481.770204,96289251.9975601,2923370527.42858
"1142","AMMFAM",163,2010,3408017597.67789,328773717.320138,11825329492.8778
"1143","AMMFAM",163,2011,2579054595.67795,437073273.450615,6851168566.8426
"1144","AMMFAM",163,2012,76039234.9678304,1645788.53376097,576734689.049226
"1145","AMMFAM",163,2013,10174388.0929917,118009.185002814,48905411.7347071
"1146","AMMFAM",163,2014,3276947686.82425,204725697.539023,9095356839.93483
"1147","AMMFAM",163,2015,2191932377.9321,22899096.018682,9875796428.72044
"1148","AMMFAM",163,2016,371684895.650707,47711202.8258824,1645883602.24218
"1149","AMMFAM",163,2017,NA,0,0
"1150","AMMFAM",163,2018,1198829579.7031,4871720.03340789,6636488821.0982
"1151","AMMFAM",163,2019,84522093.8788302,8657666.84653413,286591851.526626
"1152","AMMFAM",163,2020,NA,0,0
"1153","AMMFAM",164,1973,NA,0,0
"1154","AMMFAM",164,1974,NA,0,0
"1155","AMMFAM",164,1975,NA,0,0
"1156","AMMFAM",164,1976,NA,0,0
"1157","AMMFAM",164,1977,0,0,0
"1158","AMMFAM",164,1978,0,0,0
"1159","AMMFAM",164,1979,0,0,0
"1160","AMMFAM",164,1980,0,0,0
"1161","AMMFAM",164,1981,NA,0,0
"1162","AMMFAM",164,1982,NA,0,0
"1163","AMMFAM",164,1983,NA,0,0
"1164","AMMFAM",164,1984,0,0,0
"1165","AMMFAM",164,1985,0,0,0
"1166","AMMFAM",164,1986,0,0,0
"1167","AMMFAM",164,1987,0,0,0
"1168","AMMFAM",164,1988,0,0,0
"1169","AMMFAM",164,1989,9295698.21181288,36296.0401275651,42820027.5037295
"1170","AMMFAM",164,1990,2205147.69404011,39525.6401262905,9040960.96414316
"1171","AMMFAM",164,1991,32955232.2859744,2751601.80290441,109230129.298481
"1172","AMMFAM",164,1992,0,0,0
"1173","AMMFAM",164,1993,0,0,0
"1174","AMMFAM",164,1994,0,0,0
"1175","AMMFAM",164,1995,0,0,0
"1176","AMMFAM",164,1996,143761051.900992,7544854.11610668,580073159.933769
"1177","AMMFAM",164,1997,163115862.370441,7555501.93870181,685429014.496468
"1178","AMMFAM",164,1998,0,0,0
"1179","AMMFAM",164,1999,0,0,0
"1180","AMMFAM",164,2000,134185145.679146,3499242.38898736,723816141.086944
"1181","AMMFAM",164,2001,0,0,0
"1182","AMMFAM",164,2002,14625000.1876875,318969.108690883,75353430.0726169
"1183","AMMFAM",164,2003,0,0,0
"1184","AMMFAM",164,2004,9622383.71563203,119552.022735215,40479753.1565395
"1185","AMMFAM",164,2005,57062036.3307108,4091534.68871852,245342942.894634
"1186","AMMFAM",164,2006,20195516.5823071,67188.7409517837,75600121.3067023
"1187","AMMFAM",164,2007,227442302.265461,24686208.4508767,750680176.933844
"1188","AMMFAM",164,2008,1145914366.01207,274423213.401461,3244451633.94076
"1189","AMMFAM",164,2009,243449900.117402,21322649.2592454,1008130075.5209
"1190","AMMFAM",164,2010,12498237.8212022,206093.892255175,53227506.4591477
"1191","AMMFAM",164,2011,18892511.7839564,67797.1781913749,117105794.984317
"1192","AMMFAM",164,2012,0,0,0
"1193","AMMFAM",164,2013,101101508.326787,2760205.15350957,614255269.465915
"1194","AMMFAM",164,2014,57085184.1030973,2959147.74918983,198427653.564009
"1195","AMMFAM",164,2015,23107271.6099181,588003.265131406,114020160.368889
"1196","AMMFAM",164,2016,15857354.2734659,56090.6564410932,61561747.4182698
"1197","AMMFAM",164,2017,0,0,0
"1198","AMMFAM",164,2018,52160459.893168,484133.252632175,204977218.746847
"1199","AMMFAM",164,2019,0,0,0
"1200","AMMFAM",164,2020,NA,0,0
"1201","AMMFAM",172,1973,NA,0,0
"1202","AMMFAM",172,1974,NA,0,0
"1203","AMMFAM",172,1975,NA,0,0
"1204","AMMFAM",172,1976,NA,0,0
"1205","AMMFAM",172,1977,NA,0,0
"1206","AMMFAM",172,1978,NA,0,0
"1207","AMMFAM",172,1979,NA,0,0
"1208","AMMFAM",172,1980,NA,0,0
"1209","AMMFAM",172,1981,NA,0,0
"1210","AMMFAM",172,1982,NA,0,0
"1211","AMMFAM",172,1983,NA,0,0
"1212","AMMFAM",172,1984,NA,0,0
"1213","AMMFAM",172,1985,NA,0,0
"1214","AMMFAM",172,1986,NA,0,0
"1215","AMMFAM",172,1987,NA,0,0
"1216","AMMFAM",172,1988,NA,0,0
"1217","AMMFAM",172,1989,NA,0,0
"1218","AMMFAM",172,1990,NA,0,0
"1219","AMMFAM",172,1991,NA,0,0
"1220","AMMFAM",172,1992,NA,0,0
"1221","AMMFAM",172,1993,NA,0,0
"1222","AMMFAM",172,1994,NA,0,0
"1223","AMMFAM",172,1995,NA,0,0
"1224","AMMFAM",172,1996,NA,0,0
"1225","AMMFAM",172,1997,NA,0,0
"1226","AMMFAM",172,1998,NA,0,0
"1227","AMMFAM",172,1999,NA,0,0
"1228","AMMFAM",172,2000,NA,0,0
"1229","AMMFAM",172,2001,NA,0,0
"1230","AMMFAM",172,2002,NA,0,0
"1231","AMMFAM",172,2003,NA,0,0
"1232","AMMFAM",172,2004,NA,0,0
"1233","AMMFAM",172,2005,0,0,0
"1234","AMMFAM",172,2006,0,0,0
"1235","AMMFAM",172,2007,0,0,0
"1236","AMMFAM",172,2008,NA,0,0
"1237","AMMFAM",172,2009,1970617154.40259,21665349.5371365,8412739537.82356
"1238","AMMFAM",172,2010,1223047432.27618,5406115.40966995,5537945465.54657
"1239","AMMFAM",172,2011,0,0,0
"1240","AMMFAM",172,2012,0,0,0
"1241","AMMFAM",172,2013,62064593.4854855,502621.701473536,311924666.148572
"1242","AMMFAM",172,2014,0,0,0
"1243","AMMFAM",172,2015,0,0,0
"1244","AMMFAM",172,2016,104613680.625145,1169662.40775017,551454486.669682
"1245","AMMFAM",172,2017,NA,0,0
"1246","AMMFAM",172,2018,111110851.213322,1753841.56726775,665309237.010414
"1247","AMMFAM",172,2019,5548135217.78452,238189652.147639,21693213081.6788
"1248","AMMFAM",172,2020,NA,0,0
"1249","AMMFAM",197,1973,NA,0,0
"1250","AMMFAM",197,1974,NA,0,0
"1251","AMMFAM",197,1975,NA,0,0
"1252","AMMFAM",197,1976,NA,0,0
"1253","AMMFAM",197,1977,0,0,0
"1254","AMMFAM",197,1978,192084591.98118,1680529.7642977,695812447.303381
"1255","AMMFAM",197,1979,112855471.729513,1772736.60478271,535208957.126905
"1256","AMMFAM",197,1980,0,0,0
"1257","AMMFAM",197,1981,12752892425.977,474107946.922877,64163868890.3143
"1258","AMMFAM",197,1982,1995153941.58932,66056031.7432706,6434274842.77063
"1259","AMMFAM",197,1983,0,0,0
"1260","AMMFAM",197,1984,0,0,0
"1261","AMMFAM",197,1985,0,0,0
"1262","AMMFAM",197,1986,0,0,0
"1263","AMMFAM",197,1987,0,0,0
"1264","AMMFAM",197,1988,0,0,0
"1265","AMMFAM",197,1989,0,0,0
"1266","AMMFAM",197,1990,0,0,0
"1267","AMMFAM",197,1991,0,0,0
"1268","AMMFAM",197,1992,0,0,0
"1269","AMMFAM",197,1993,0,0,0
"1270","AMMFAM",197,1994,0,0,0
"1271","AMMFAM",197,1995,6693785.4977779,64037.966456965,24099358.4261678
"1272","AMMFAM",197,1996,0,0,0
"1273","AMMFAM",197,1997,0,0,0
"1274","AMMFAM",197,1998,0,0,0
"1275","AMMFAM",197,1999,0,0,0
"1276","AMMFAM",197,2000,0,0,0
"1277","AMMFAM",197,2001,2654927.90950899,23914.9685652574,20545778.7609263
"1278","AMMFAM",197,2002,0,0,0
"1279","AMMFAM",197,2003,3993958.10876085,19295.7106058383,16315044.3770167
"1280","AMMFAM",197,2004,0,0,0
"1281","AMMFAM",197,2005,0,0,0
"1282","AMMFAM",197,2006,249443645.640853,4775905.01584039,888759405.338846
"1283","AMMFAM",197,2007,60747330.2190089,1497382.18196597,302609195.674152
"1284","AMMFAM",197,2008,0,0,0
"1285","AMMFAM",197,2009,38572259.3794653,2277021.31711464,188598762.230341
"1286","AMMFAM",197,2010,16258275.550189,326225.603451687,65528539.4530052
"1287","AMMFAM",197,2011,0,0,0
"1288","AMMFAM",197,2012,0,0,0
"1289","AMMFAM",197,2013,0,0,0
"1290","AMMFAM",197,2014,1388325.77372595,10378.38112404,6449295.45438032
"1291","AMMFAM",197,2015,71121699.4771265,4248394.99818023,324686743.382506
"1292","AMMFAM",197,2016,224030855.359519,11495732.7519718,1374050899.94811
"1293","AMMFAM",197,2017,8276580.29881711,112238.384745807,34643971.2786064
"1294","AMMFAM",197,2018,10978497.2447417,39271.7049993112,50843881.1128723
"1295","AMMFAM",197,2019,24710710.7298285,1698560.68982858,95012479.637872
"1296","AMMFAM",197,2020,NA,0,0
"1873","CLUHAR",15,1973,NA,0,0
"1874","CLUHAR",15,1974,NA,0,0
"1875","CLUHAR",15,1975,NA,0,0
"1876","CLUHAR",15,1976,NA,0,0
"1877","CLUHAR",15,1977,491720981.735938,224562809.580893,858234523.356391
"1878","CLUHAR",15,1978,5009687672.23015,1986112103.13194,10475643768.2079
"1879","CLUHAR",15,1979,3218193026.70849,765175308.67289,7526089631.53898
"1880","CLUHAR",15,1980,0,0,0
"1881","CLUHAR",15,1981,0,0,0
"1882","CLUHAR",15,1982,848207636.185096,178372682.287455,2240259256.2915
"1883","CLUHAR",15,1983,114688521.704601,15747821.4470754,352675331.768238
"1884","CLUHAR",15,1984,3127487982.15469,786012802.625505,7427001839.58691
"1885","CLUHAR",15,1985,3698443376.79916,555487972.291574,10266092819.3908
"1886","CLUHAR",15,1986,8255658938.82253,3549236794.91595,15516477442.9535
"1887","CLUHAR",15,1987,1354393134.25037,255280006.901072,3331321825.66053
"1888","CLUHAR",15,1988,3805044740.25482,1385719249.68122,7142435114.60673
"1889","CLUHAR",15,1989,6526859582.24282,3141344711.13411,11195260225.2696
"1890","CLUHAR",15,1990,20940669335.1445,1855437134.85829,81112068432.4312
"1891","CLUHAR",15,1991,68742924884.8495,27031331002.1264,141341113360.895
"1892","CLUHAR",15,1992,150577482420.214,28202974432.7355,381226850176.172
"1893","CLUHAR",15,1993,25093386990.8785,3197832777.97727,81227556525.6814
"1894","CLUHAR",15,1994,41115792502.9652,15813923972.4336,75141258171.9914
"1895","CLUHAR",15,1995,21682982744.9348,3631554860.07037,59923214994.4456
"1896","CLUHAR",15,1996,20768398460.7725,7202620046.08496,41429008302.9193
"1897","CLUHAR",15,1997,18945055999.5427,4727395084.76732,48680751655.3063
"1898","CLUHAR",15,1998,12816968615.5246,90755783.4356735,44872610601.6423
"1899","CLUHAR",15,1999,23980780506.2574,2316112925.05074,57434063003.9398
"1900","CLUHAR",15,2000,32838269595.8313,8728669659.85535,76997615764.1368
"1901","CLUHAR",15,2001,25835857350.9448,3974031437.39525,72367524357.1513
"1902","CLUHAR",15,2002,44024659214.3008,20943580768.3822,75132645441.9295
"1903","CLUHAR",15,2003,12222946951.0866,244919610.563828,48553833672.2375
"1904","CLUHAR",15,2004,20762608185.5994,7134394884.84951,45592296119.9235
"1905","CLUHAR",15,2005,9737789206.89263,1833929110.61859,27590610964.8746
"1906","CLUHAR",15,2006,134445550722.762,37693351866.1094,401551084161.806
"1907","CLUHAR",15,2007,10294894034.1852,1486362202.45986,27869704226.2643
"1908","CLUHAR",15,2008,378187565376.611,61645883715.0006,996489925323.78
"1909","CLUHAR",15,2009,11007163193.4011,4173932565.72396,24394870350.5288
"1910","CLUHAR",15,2010,9839132693.24769,438466473.176906,35027401542.9976
"1911","CLUHAR",15,2011,14944471774.5028,1608316462.70111,45710041478.9368
"1912","CLUHAR",15,2012,15432358898.964,3270990552.89624,36667715867.4773
"1913","CLUHAR",15,2013,58251721389.7311,6464351393.73714,170214093504.693
"1914","CLUHAR",15,2014,37704486823.0872,10260999630.5221,83255249368.623
"1915","CLUHAR",15,2015,12511766914.8551,4536427930.46218,23840508413.3028
"1916","CLUHAR",15,2016,165746808674.974,5055131542.98536,567892787230.154
"1917","CLUHAR",15,2017,4881025625.37572,704546663.12241,13944359873.9957
"1918","CLUHAR",15,2018,222720036.389959,37587647.1932773,486942109.620769
"1919","CLUHAR",15,2019,351318131.467477,15313074.0369815,1284137831.64837
"1920","CLUHAR",15,2020,NA,0,0
"2113","CLUHAR",23,1973,NA,0,0
"2114","CLUHAR",23,1974,NA,0,0
